control,count,fold,support,variant
promoted_contextual_topk2,1,2,"8,5",causal_current_past_position
promoted_contextual_topk2,5,2,"11,1",current_hidden_only
promoted_contextual_topk2,5,2,"19,22",current_hidden_only
promoted_contextual_topk2,3,2,"18,15",current_hidden_only
promoted_contextual_topk2,3,2,"19,7",current_hidden_only
promoted_contextual_topk2,3,2,"22,0",current_hidden_only
promoted_contextual_topk2,3,2,"7,19",current_hidden_only
promoted_contextual_topk2,2,2,"15,19",current_hidden_only
promoted_contextual_topk2,2,2,"16,19",current_hidden_only
promoted_contextual_topk2,2,2,"2,22",current_hidden_only
promoted_contextual_topk2,2,2,"3,2",current_hidden_only
promoted_contextual_topk2,1,2,"0,10",current_hidden_only
promoted_contextual_topk2,1,2,"0,19",current_hidden_only
promoted_contextual_topk2,1,2,"0,22",current_hidden_only
promoted_contextual_topk2,1,2,"0,6",current_hidden_only
promoted_contextual_topk2,1,2,"1,13",current_hidden_only
promoted_contextual_topk2,1,2,"1,2",current_hidden_only
promoted_contextual_topk2,1,2,"1,22",current_hidden_only
promoted_contextual_topk2,1,2,"10,18",current_hidden_only
promoted_contextual_topk2,1,2,"13,19",current_hidden_only
promoted_contextual_topk2,1,2,"14,18",current_hidden_only
promoted_contextual_topk2,1,2,"16,12",current_hidden_only
promoted_contextual_topk2,1,2,"16,6",current_hidden_only
promoted_contextual_topk2,1,2,"18,10",current_hidden_only
promoted_contextual_topk2,1,2,"19,0",current_hidden_only
promoted_contextual_topk2,1,2,"19,14",current_hidden_only
promoted_contextual_topk2,1,2,"19,16",current_hidden_only
promoted_contextual_topk2,1,2,"19,2",current_hidden_only
promoted_contextual_topk2,1,2,"2,0",current_hidden_only
promoted_contextual_topk2,1,2,"21,6",current_hidden_only
promoted_contextual_topk2,1,2,"22,13",current_hidden_only
promoted_contextual_topk2,1,2,"22,2",current_hidden_only
promoted_contextual_topk2,1,2,"23,11",current_hidden_only
promoted_contextual_topk2,1,2,"3,19",current_hidden_only
promoted_contextual_topk2,1,2,"3,8",current_hidden_only
promoted_contextual_topk2,1,2,"4,18",current_hidden_only
promoted_contextual_topk2,1,2,"4,19",current_hidden_only
promoted_contextual_topk2,1,2,"5,22",current_hidden_only
promoted_contextual_topk2,1,2,"6,0",current_hidden_only
promoted_contextual_topk2,1,2,"6,19",current_hidden_only
promoted_contextual_topk2,1,2,"6,21",current_hidden_only
promoted_contextual_topk2,1,2,"7,14",current_hidden_only
promoted_contextual_topk2,1,2,"8,0",current_hidden_only
promoted_contextual_topk2,1,2,"8,1",current_hidden_only
promoted_contextual_topk2,1,2,"8,22",current_hidden_only
promoted_contextual_topk2,16,2,"19,1",position_only
promoted_contextual_topk2,11,2,"2,22",position_only
promoted_contextual_topk2,8,2,"7,22",position_only
promoted_contextual_topk2,7,2,"19,11",position_only
promoted_contextual_topk2,4,2,"6,4",position_only
promoted_contextual_topk2,3,2,"19,4",position_only
promoted_contextual_topk2,3,2,"6,21",position_only
promoted_contextual_topk2,3,2,"7,2",position_only
promoted_contextual_topk2,2,2,"4,19",position_only
promoted_contextual_topk2,2,2,"4,6",position_only
promoted_contextual_topk2,2,2,"6,2",position_only
promoted_contextual_topk2,1,2,"19,7",position_only
promoted_contextual_topk2,1,2,"22,2",position_only
promoted_contextual_topk2,1,2,"7,19",position_only
promoted_contextual_topk2,4,2,"7,19",past_context_only
promoted_contextual_topk2,2,2,"0,22",past_context_only
promoted_contextual_topk2,2,2,"13,19",past_context_only
promoted_contextual_topk2,2,2,"14,22",past_context_only
promoted_contextual_topk2,2,2,"22,2",past_context_only
promoted_contextual_topk2,2,2,"22,5",past_context_only
promoted_contextual_topk2,2,2,"6,19",past_context_only
promoted_contextual_topk2,1,2,"0,2",past_context_only
promoted_contextual_topk2,1,2,"0,3",past_context_only
promoted_contextual_topk2,1,2,"0,7",past_context_only
promoted_contextual_topk2,1,2,"1,13",past_context_only
promoted_contextual_topk2,1,2,"1,17",past_context_only
promoted_contextual_topk2,1,2,"1,2",past_context_only
promoted_contextual_topk2,1,2,"1,8",past_context_only
promoted_contextual_topk2,1,2,"10,22",past_context_only
promoted_contextual_topk2,1,2,"11,1",past_context_only
promoted_contextual_topk2,1,2,"11,2",past_context_only
promoted_contextual_topk2,1,2,"11,3",past_context_only
promoted_contextual_topk2,1,2,"13,2",past_context_only
promoted_contextual_topk2,1,2,"15,0",past_context_only
promoted_contextual_topk2,1,2,"15,19",past_context_only
promoted_contextual_topk2,1,2,"15,7",past_context_only
promoted_contextual_topk2,1,2,"16,11",past_context_only
promoted_contextual_topk2,1,2,"16,19",past_context_only
promoted_contextual_topk2,1,2,"16,22",past_context_only
promoted_contextual_topk2,1,2,"16,3",past_context_only
promoted_contextual_topk2,1,2,"18,0",past_context_only
promoted_contextual_topk2,1,2,"18,13",past_context_only
promoted_contextual_topk2,1,2,"18,22",past_context_only
promoted_contextual_topk2,1,2,"19,13",past_context_only
promoted_contextual_topk2,1,2,"19,15",past_context_only
promoted_contextual_topk2,1,2,"19,16",past_context_only
promoted_contextual_topk2,1,2,"19,2",past_context_only
promoted_contextual_topk2,1,2,"19,22",past_context_only
promoted_contextual_topk2,1,2,"19,7",past_context_only
promoted_contextual_topk2,1,2,"2,13",past_context_only
promoted_contextual_topk2,1,2,"2,6",past_context_only
promoted_contextual_topk2,1,2,"21,18",past_context_only
promoted_contextual_topk2,1,2,"22,0",past_context_only
promoted_contextual_topk2,1,2,"22,18",past_context_only
promoted_contextual_topk2,1,2,"22,6",past_context_only
promoted_contextual_topk2,1,2,"3,11",past_context_only
promoted_contextual_topk2,1,2,"3,15",past_context_only
promoted_contextual_topk2,1,2,"3,16",past_context_only
promoted_contextual_topk2,1,2,"3,19",past_context_only
promoted_contextual_topk2,1,2,"4,19",past_context_only
promoted_contextual_topk2,1,2,"4,2",past_context_only
promoted_contextual_topk2,1,2,"5,22",past_context_only
promoted_contextual_topk2,1,2,"6,2",past_context_only
promoted_contextual_topk2,1,2,"6,23",past_context_only
promoted_contextual_topk2,1,2,"7,1",past_context_only
promoted_contextual_topk2,1,2,"7,4",past_context_only
promoted_contextual_topk2,1,2,"8,0",past_context_only
promoted_contextual_topk2,1,2,"8,5",past_context_only
promoted_contextual_topk2,1,2,"8,7",past_context_only
linear_topk2_control,9,2,"2,0",linear_actual
linear_topk2_control,8,2,"1,0",linear_actual
linear_topk2_control,6,2,"0,7",linear_actual
linear_topk2_control,5,2,"1,2",linear_actual
linear_topk2_control,4,2,"0,1",linear_actual
linear_topk2_control,4,2,"0,2",linear_actual
linear_topk2_control,3,2,"1,4",linear_actual
linear_topk2_control,3,2,"3,0",linear_actual
linear_topk2_control,3,2,"4,0",linear_actual
linear_topk2_control,2,2,"2,1",linear_actual
linear_topk2_control,2,2,"2,4",linear_actual
linear_topk2_control,2,2,"4,12",linear_actual
linear_topk2_control,2,2,"4,2",linear_actual
linear_topk2_control,1,2,"0,17",linear_actual
linear_topk2_control,1,2,"0,19",linear_actual
linear_topk2_control,1,2,"0,3",linear_actual
linear_topk2_control,1,2,"0,4",linear_actual
linear_topk2_control,1,2,"0,6",linear_actual
linear_topk2_control,1,2,"1,19",linear_actual
linear_topk2_control,1,2,"1,3",linear_actual
linear_topk2_control,1,2,"12,4",linear_actual
linear_topk2_control,1,2,"3,12",linear_actual
linear_topk2_control,1,2,"3,8",linear_actual
linear_topk2_control,1,2,"4,14",linear_actual
causal_contextual_topk2,4,2,"17,0",actual_causal_context
causal_contextual_topk2,3,2,"0,16",actual_causal_context
causal_contextual_topk2,3,2,"16,19",actual_causal_context
causal_contextual_topk2,2,2,"0,19",actual_causal_context
causal_contextual_topk2,2,2,"0,4",actual_causal_context
causal_contextual_topk2,2,2,"1,19",actual_causal_context
causal_contextual_topk2,2,2,"14,19",actual_causal_context
causal_contextual_topk2,2,2,"4,0",actual_causal_context
causal_contextual_topk2,2,2,"8,0",actual_causal_context
causal_contextual_topk2,1,2,"0,1",actual_causal_context
causal_contextual_topk2,1,2,"0,17",actual_causal_context
causal_contextual_topk2,1,2,"1,0",actual_causal_context
causal_contextual_topk2,1,2,"10,0",actual_causal_context
causal_contextual_topk2,1,2,"10,11",actual_causal_context
causal_contextual_topk2,1,2,"10,21",actual_causal_context
causal_contextual_topk2,1,2,"11,0",actual_causal_context
causal_contextual_topk2,1,2,"11,23",actual_causal_context
causal_contextual_topk2,1,2,"12,0",actual_causal_context
causal_contextual_topk2,1,2,"12,1",actual_causal_context
causal_contextual_topk2,1,2,"12,15",actual_causal_context
causal_contextual_topk2,1,2,"12,21",actual_causal_context
causal_contextual_topk2,1,2,"12,9",actual_causal_context
causal_contextual_topk2,1,2,"13,0",actual_causal_context
causal_contextual_topk2,1,2,"14,1",actual_causal_context
causal_contextual_topk2,1,2,"15,0",actual_causal_context
causal_contextual_topk2,1,2,"15,19",actual_causal_context
causal_contextual_topk2,1,2,"15,21",actual_causal_context
causal_contextual_topk2,1,2,"16,1",actual_causal_context
causal_contextual_topk2,1,2,"16,13",actual_causal_context
causal_contextual_topk2,1,2,"17,16",actual_causal_context
causal_contextual_topk2,1,2,"18,0",actual_causal_context
causal_contextual_topk2,1,2,"18,16",actual_causal_context
causal_contextual_topk2,1,2,"19,0",actual_causal_context
causal_contextual_topk2,1,2,"19,17",actual_causal_context
causal_contextual_topk2,1,2,"19,5",actual_causal_context
causal_contextual_topk2,1,2,"20,19",actual_causal_context
causal_contextual_topk2,1,2,"21,0",actual_causal_context
causal_contextual_topk2,1,2,"21,19",actual_causal_context
causal_contextual_topk2,1,2,"21,3",actual_causal_context
causal_contextual_topk2,1,2,"22,19",actual_causal_context
causal_contextual_topk2,1,2,"23,14",actual_causal_context
causal_contextual_topk2,1,2,"23,17",actual_causal_context
causal_contextual_topk2,1,2,"23,19",actual_causal_context
causal_contextual_topk2,1,2,"3,1",actual_causal_context
causal_contextual_topk2,1,2,"3,19",actual_causal_context
causal_contextual_topk2,1,2,"5,19",actual_causal_context
causal_contextual_topk2,1,2,"6,3",actual_causal_context
causal_contextual_topk2,1,2,"7,11",actual_causal_context
causal_contextual_topk2,1,2,"8,1",actual_causal_context
causal_contextual_topk2,1,2,"8,3",actual_causal_context
causal_contextual_topk2,1,2,"9,3",actual_causal_context
causal_contextual_topk2,4,2,"17,0",causal_current_past_position
causal_contextual_topk2,3,2,"0,16",causal_current_past_position
causal_contextual_topk2,3,2,"16,19",causal_current_past_position
causal_contextual_topk2,2,2,"0,19",causal_current_past_position
causal_contextual_topk2,2,2,"0,4",causal_current_past_position
causal_contextual_topk2,2,2,"1,19",causal_current_past_position
causal_contextual_topk2,2,2,"14,19",causal_current_past_position
causal_contextual_topk2,2,2,"4,0",causal_current_past_position
causal_contextual_topk2,2,2,"8,0",causal_current_past_position
causal_contextual_topk2,1,2,"0,1",causal_current_past_position
causal_contextual_topk2,1,2,"0,17",causal_current_past_position
causal_contextual_topk2,1,2,"1,0",causal_current_past_position
causal_contextual_topk2,1,2,"10,0",causal_current_past_position
causal_contextual_topk2,1,2,"10,11",causal_current_past_position
causal_contextual_topk2,1,2,"10,21",causal_current_past_position
causal_contextual_topk2,1,2,"11,0",causal_current_past_position
causal_contextual_topk2,1,2,"11,23",causal_current_past_position
causal_contextual_topk2,1,2,"12,0",causal_current_past_position
causal_contextual_topk2,1,2,"12,1",causal_current_past_position
causal_contextual_topk2,1,2,"12,15",causal_current_past_position
causal_contextual_topk2,1,2,"12,21",causal_current_past_position
causal_contextual_topk2,1,2,"12,9",causal_current_past_position
causal_contextual_topk2,1,2,"13,0",causal_current_past_position
causal_contextual_topk2,1,2,"14,1",causal_current_past_position
causal_contextual_topk2,1,2,"15,0",causal_current_past_position
causal_contextual_topk2,1,2,"15,19",causal_current_past_position
causal_contextual_topk2,1,2,"15,21",causal_current_past_position
causal_contextual_topk2,1,2,"16,1",causal_current_past_position
causal_contextual_topk2,1,2,"16,13",causal_current_past_position
causal_contextual_topk2,1,2,"17,16",causal_current_past_position
causal_contextual_topk2,1,2,"18,0",causal_current_past_position
causal_contextual_topk2,1,2,"18,16",causal_current_past_position
causal_contextual_topk2,1,2,"19,0",causal_current_past_position
causal_contextual_topk2,1,2,"19,17",causal_current_past_position
causal_contextual_topk2,1,2,"19,5",causal_current_past_position
causal_contextual_topk2,1,2,"20,19",causal_current_past_position
causal_contextual_topk2,1,2,"21,0",causal_current_past_position
causal_contextual_topk2,1,2,"21,19",causal_current_past_position
causal_contextual_topk2,1,2,"21,3",causal_current_past_position
causal_contextual_topk2,1,2,"22,19",causal_current_past_position
causal_contextual_topk2,1,2,"23,14",causal_current_past_position
causal_contextual_topk2,1,2,"23,17",causal_current_past_position
causal_contextual_topk2,1,2,"23,19",causal_current_past_position
causal_contextual_topk2,1,2,"3,1",causal_current_past_position
causal_contextual_topk2,1,2,"3,19",causal_current_past_position
causal_contextual_topk2,1,2,"5,19",causal_current_past_position
causal_contextual_topk2,1,2,"6,3",causal_current_past_position
causal_contextual_topk2,1,2,"7,11",causal_current_past_position
causal_contextual_topk2,1,2,"8,1",causal_current_past_position
causal_contextual_topk2,1,2,"8,3",causal_current_past_position
causal_contextual_topk2,1,2,"9,3",causal_current_past_position
causal_contextual_topk2,4,2,"17,0",current_past_no_position
causal_contextual_topk2,3,2,"0,16",current_past_no_position
causal_contextual_topk2,3,2,"16,19",current_past_no_position
causal_contextual_topk2,2,2,"0,19",current_past_no_position
causal_contextual_topk2,2,2,"0,4",current_past_no_position
causal_contextual_topk2,2,2,"1,19",current_past_no_position
causal_contextual_topk2,2,2,"14,19",current_past_no_position
causal_contextual_topk2,2,2,"4,0",current_past_no_position
causal_contextual_topk2,2,2,"8,0",current_past_no_position
causal_contextual_topk2,1,2,"0,1",current_past_no_position
causal_contextual_topk2,1,2,"0,17",current_past_no_position
causal_contextual_topk2,1,2,"1,0",current_past_no_position
causal_contextual_topk2,1,2,"10,0",current_past_no_position
causal_contextual_topk2,1,2,"10,11",current_past_no_position
causal_contextual_topk2,1,2,"10,21",current_past_no_position
causal_contextual_topk2,1,2,"11,0",current_past_no_position
causal_contextual_topk2,1,2,"11,23",current_past_no_position
causal_contextual_topk2,1,2,"12,0",current_past_no_position
causal_contextual_topk2,1,2,"12,1",current_past_no_position
causal_contextual_topk2,1,2,"12,15",current_past_no_position
causal_contextual_topk2,1,2,"12,21",current_past_no_position
causal_contextual_topk2,1,2,"12,9",current_past_no_position
causal_contextual_topk2,1,2,"13,0",current_past_no_position
causal_contextual_topk2,1,2,"14,1",current_past_no_position
causal_contextual_topk2,1,2,"15,0",current_past_no_position
causal_contextual_topk2,1,2,"15,19",current_past_no_position
causal_contextual_topk2,1,2,"15,21",current_past_no_position
causal_contextual_topk2,1,2,"16,1",current_past_no_position
causal_contextual_topk2,1,2,"16,13",current_past_no_position
causal_contextual_topk2,1,2,"17,16",current_past_no_position
causal_contextual_topk2,1,2,"18,0",current_past_no_position
causal_contextual_topk2,1,2,"18,16",current_past_no_position
causal_contextual_topk2,1,2,"19,0",current_past_no_position
causal_contextual_topk2,1,2,"19,17",current_past_no_position
causal_contextual_topk2,1,2,"19,5",current_past_no_position
causal_contextual_topk2,1,2,"20,19",current_past_no_position
causal_contextual_topk2,1,2,"21,0",current_past_no_position
causal_contextual_topk2,1,2,"21,17",current_past_no_position
causal_contextual_topk2,1,2,"21,19",current_past_no_position
causal_contextual_topk2,1,2,"22,19",current_past_no_position
causal_contextual_topk2,1,2,"23,14",current_past_no_position
causal_contextual_topk2,1,2,"23,17",current_past_no_position
causal_contextual_topk2,1,2,"23,19",current_past_no_position
causal_contextual_topk2,1,2,"3,1",current_past_no_position
causal_contextual_topk2,1,2,"3,19",current_past_no_position
causal_contextual_topk2,1,2,"5,19",current_past_no_position
causal_contextual_topk2,1,2,"6,3",current_past_no_position
causal_contextual_topk2,1,2,"7,11",current_past_no_position
causal_contextual_topk2,1,2,"8,1",current_past_no_position
causal_contextual_topk2,1,2,"8,3",current_past_no_position
causal_contextual_topk2,1,2,"9,11",current_past_no_position
causal_contextual_topk2,5,2,"0,10",current_hidden_only
causal_contextual_topk2,3,2,"1,3",current_hidden_only
causal_contextual_topk2,3,2,"16,19",current_hidden_only
causal_contextual_topk2,3,2,"19,0",current_hidden_only
causal_contextual_topk2,2,2,"0,19",current_hidden_only
causal_contextual_topk2,2,2,"11,0",current_hidden_only
causal_contextual_topk2,2,2,"17,0",current_hidden_only
causal_contextual_topk2,2,2,"17,9",current_hidden_only
causal_contextual_topk2,2,2,"22,6",current_hidden_only
causal_contextual_topk2,2,2,"23,19",current_hidden_only
causal_contextual_topk2,2,2,"4,0",current_hidden_only
causal_contextual_topk2,1,2,"0,1",current_hidden_only
causal_contextual_topk2,1,2,"0,17",current_hidden_only
causal_contextual_topk2,1,2,"0,21",current_hidden_only
causal_contextual_topk2,1,2,"0,4",current_hidden_only
causal_contextual_topk2,1,2,"0,8",current_hidden_only
causal_contextual_topk2,1,2,"1,0",current_hidden_only
causal_contextual_topk2,1,2,"10,8",current_hidden_only
causal_contextual_topk2,1,2,"12,0",current_hidden_only
causal_contextual_topk2,1,2,"12,1",current_hidden_only
causal_contextual_topk2,1,2,"12,4",current_hidden_only
causal_contextual_topk2,1,2,"12,8",current_hidden_only
causal_contextual_topk2,1,2,"13,0",current_hidden_only
causal_contextual_topk2,1,2,"14,0",current_hidden_only
causal_contextual_topk2,1,2,"14,19",current_hidden_only
causal_contextual_topk2,1,2,"14,21",current_hidden_only
causal_contextual_topk2,1,2,"15,0",current_hidden_only
causal_contextual_topk2,1,2,"15,17",current_hidden_only
causal_contextual_topk2,1,2,"15,22",current_hidden_only
causal_contextual_topk2,1,2,"16,0",current_hidden_only
causal_contextual_topk2,1,2,"16,1",current_hidden_only
causal_contextual_topk2,1,2,"17,10",current_hidden_only
causal_contextual_topk2,1,2,"18,0",current_hidden_only
causal_contextual_topk2,1,2,"18,19",current_hidden_only
causal_contextual_topk2,1,2,"21,0",current_hidden_only
causal_contextual_topk2,1,2,"21,10",current_hidden_only
causal_contextual_topk2,1,2,"21,14",current_hidden_only
causal_contextual_topk2,1,2,"21,19",current_hidden_only
causal_contextual_topk2,1,2,"22,19",current_hidden_only
causal_contextual_topk2,1,2,"23,14",current_hidden_only
causal_contextual_topk2,1,2,"3,19",current_hidden_only
causal_contextual_topk2,1,2,"6,21",current_hidden_only
causal_contextual_topk2,1,2,"7,4",current_hidden_only
causal_contextual_topk2,1,2,"8,0",current_hidden_only
causal_contextual_topk2,1,2,"8,17",current_hidden_only
causal_contextual_topk2,1,2,"8,4",current_hidden_only
causal_contextual_topk2,1,2,"9,19",current_hidden_only
causal_contextual_topk2,16,2,"16,0",position_only
causal_contextual_topk2,14,2,"19,0",position_only
causal_contextual_topk2,11,2,"0,16",position_only
causal_contextual_topk2,10,2,"0,19",position_only
causal_contextual_topk2,6,2,"19,18",position_only
causal_contextual_topk2,3,2,"0,10",position_only
causal_contextual_topk2,2,2,"18,10",position_only
causal_contextual_topk2,1,2,"0,18",position_only
causal_contextual_topk2,1,2,"19,6",position_only
causal_contextual_topk2,4,2,"17,0",past_context_only
causal_contextual_topk2,3,2,"0,16",past_context_only
causal_contextual_topk2,3,2,"0,4",past_context_only
causal_contextual_topk2,2,2,"1,19",past_context_only
causal_contextual_topk2,2,2,"13,0",past_context_only
causal_contextual_topk2,2,2,"16,19",past_context_only
causal_contextual_topk2,2,2,"3,21",past_context_only
causal_contextual_topk2,2,2,"4,0",past_context_only
causal_contextual_topk2,2,2,"8,0",past_context_only
causal_contextual_topk2,1,2,"0,1",past_context_only
causal_contextual_topk2,1,2,"0,17",past_context_only
causal_contextual_topk2,1,2,"0,19",past_context_only
causal_contextual_topk2,1,2,"1,0",past_context_only
causal_contextual_topk2,1,2,"10,11",past_context_only
causal_contextual_topk2,1,2,"10,12",past_context_only
causal_contextual_topk2,1,2,"10,19",past_context_only
causal_contextual_topk2,1,2,"11,0",past_context_only
causal_contextual_topk2,1,2,"11,3",past_context_only
causal_contextual_topk2,1,2,"12,0",past_context_only
causal_contextual_topk2,1,2,"12,19",past_context_only
causal_contextual_topk2,1,2,"12,21",past_context_only
causal_contextual_topk2,1,2,"12,3",past_context_only
causal_contextual_topk2,1,2,"12,9",past_context_only
causal_contextual_topk2,1,2,"14,13",past_context_only
causal_contextual_topk2,1,2,"14,19",past_context_only
causal_contextual_topk2,1,2,"14,22",past_context_only
causal_contextual_topk2,1,2,"15,0",past_context_only
causal_contextual_topk2,1,2,"15,19",past_context_only
causal_contextual_topk2,1,2,"15,21",past_context_only
causal_contextual_topk2,1,2,"16,6",past_context_only
causal_contextual_topk2,1,2,"16,8",past_context_only
causal_contextual_topk2,1,2,"17,16",past_context_only
causal_contextual_topk2,1,2,"18,0",past_context_only
causal_contextual_topk2,1,2,"18,6",past_context_only
causal_contextual_topk2,1,2,"19,0",past_context_only
causal_contextual_topk2,1,2,"19,17",past_context_only
causal_contextual_topk2,1,2,"19,22",past_context_only
causal_contextual_topk2,1,2,"20,19",past_context_only
causal_contextual_topk2,1,2,"21,0",past_context_only
causal_contextual_topk2,1,2,"21,16",past_context_only
causal_contextual_topk2,1,2,"21,4",past_context_only
causal_contextual_topk2,1,2,"22,19",past_context_only
causal_contextual_topk2,1,2,"23,17",past_context_only
causal_contextual_topk2,1,2,"23,19",past_context_only
causal_contextual_topk2,1,2,"23,8",past_context_only
causal_contextual_topk2,1,2,"5,19",past_context_only
causal_contextual_topk2,1,2,"6,11",past_context_only
causal_contextual_topk2,1,2,"7,11",past_context_only
causal_contextual_topk2,1,2,"8,1",past_context_only
causal_contextual_topk2,1,2,"8,6",past_context_only
causal_contextual_topk2,1,2,"9,3",past_context_only
contextual_topk1_control,11,2,4,actual_full_context
contextual_topk1_control,9,2,2,actual_full_context
contextual_topk1_control,5,2,13,actual_full_context
contextual_topk1_control,5,2,17,actual_full_context
contextual_topk1_control,5,2,22,actual_full_context
contextual_topk1_control,5,2,5,actual_full_context
contextual_topk1_control,3,2,12,actual_full_context
contextual_topk1_control,3,2,19,actual_full_context
contextual_topk1_control,3,2,23,actual_full_context
contextual_topk1_control,2,2,20,actual_full_context
contextual_topk1_control,2,2,7,actual_full_context
contextual_topk1_control,1,2,1,actual_full_context
contextual_topk1_control,1,2,10,actual_full_context
contextual_topk1_control,1,2,11,actual_full_context
contextual_topk1_control,1,2,14,actual_full_context
contextual_topk1_control,1,2,15,actual_full_context
contextual_topk1_control,1,2,16,actual_full_context
contextual_topk1_control,1,2,18,actual_full_context
contextual_topk1_control,1,2,21,actual_full_context
contextual_topk1_control,1,2,3,actual_full_context
contextual_topk1_control,1,2,6,actual_full_context
contextual_topk1_control,1,2,8,actual_full_context
contextual_topk1_control,11,2,2,causal_current_past_position
contextual_topk1_control,10,2,4,causal_current_past_position
contextual_topk1_control,6,2,14,causal_current_past_position
contextual_topk1_control,6,2,23,causal_current_past_position
contextual_topk1_control,5,2,8,causal_current_past_position
contextual_topk1_control,3,2,13,causal_current_past_position
contextual_topk1_control,3,2,22,causal_current_past_position
contextual_topk1_control,3,2,6,causal_current_past_position
contextual_topk1_control,2,2,0,causal_current_past_position
contextual_topk1_control,2,2,1,causal_current_past_position
contextual_topk1_control,2,2,11,causal_current_past_position
contextual_topk1_control,2,2,17,causal_current_past_position
contextual_topk1_control,2,2,19,causal_current_past_position
contextual_topk1_control,2,2,20,causal_current_past_position
contextual_topk1_control,2,2,7,causal_current_past_position
contextual_topk1_control,1,2,12,causal_current_past_position
contextual_topk1_control,1,2,3,causal_current_past_position
contextual_topk1_control,1,2,5,causal_current_past_position
contextual_topk1_control,12,2,8,current_hidden_only
contextual_topk1_control,11,2,4,current_hidden_only
contextual_topk1_control,7,2,2,current_hidden_only
contextual_topk1_control,6,2,5,current_hidden_only
contextual_topk1_control,3,2,11,current_hidden_only
contextual_topk1_control,3,2,12,current_hidden_only
contextual_topk1_control,3,2,13,current_hidden_only
contextual_topk1_control,3,2,17,current_hidden_only
contextual_topk1_control,3,2,6,current_hidden_only
contextual_topk1_control,2,2,14,current_hidden_only
contextual_topk1_control,2,2,16,current_hidden_only
contextual_topk1_control,2,2,18,current_hidden_only
contextual_topk1_control,2,2,22,current_hidden_only
contextual_topk1_control,2,2,9,current_hidden_only
contextual_topk1_control,1,2,15,current_hidden_only
contextual_topk1_control,1,2,21,current_hidden_only
contextual_topk1_control,1,2,3,current_hidden_only
contextual_topk1_control,17,2,22,position_only
contextual_topk1_control,16,2,4,position_only
contextual_topk1_control,14,2,9,position_only
contextual_topk1_control,13,2,11,position_only
contextual_topk1_control,4,2,7,position_only
contextual_topk1_control,11,2,2,past_context_only
contextual_topk1_control,7,2,4,past_context_only
contextual_topk1_control,5,2,22,past_context_only
contextual_topk1_control,5,2,23,past_context_only
contextual_topk1_control,4,2,12,past_context_only
contextual_topk1_control,4,2,14,past_context_only
contextual_topk1_control,4,2,18,past_context_only
contextual_topk1_control,3,2,13,past_context_only
contextual_topk1_control,3,2,15,past_context_only
contextual_topk1_control,3,2,19,past_context_only
contextual_topk1_control,3,2,6,past_context_only
contextual_topk1_control,2,2,10,past_context_only
contextual_topk1_control,2,2,20,past_context_only
contextual_topk1_control,2,2,21,past_context_only
contextual_topk1_control,2,2,7,past_context_only
contextual_topk1_control,1,2,0,past_context_only
contextual_topk1_control,1,2,11,past_context_only
contextual_topk1_control,1,2,17,past_context_only
contextual_topk1_control,1,2,8,past_context_only
causal_contextual_topk1_control,10,2,11,actual_causal_context
causal_contextual_topk1_control,9,2,20,actual_causal_context
causal_contextual_topk1_control,7,2,1,actual_causal_context
causal_contextual_topk1_control,5,2,3,actual_causal_context
causal_contextual_topk1_control,4,2,17,actual_causal_context
causal_contextual_topk1_control,4,2,22,actual_causal_context
causal_contextual_topk1_control,4,2,9,actual_causal_context
causal_contextual_topk1_control,3,2,12,actual_causal_context
causal_contextual_topk1_control,3,2,21,actual_causal_context
causal_contextual_topk1_control,2,2,0,actual_causal_context
causal_contextual_topk1_control,2,2,10,actual_causal_context
causal_contextual_topk1_control,2,2,2,actual_causal_context
causal_contextual_topk1_control,2,2,6,actual_causal_context
causal_contextual_topk1_control,1,2,13,actual_causal_context
causal_contextual_topk1_control,1,2,14,actual_causal_context
causal_contextual_topk1_control,1,2,15,actual_causal_context
causal_contextual_topk1_control,1,2,23,actual_causal_context
causal_contextual_topk1_control,1,2,5,actual_causal_context
causal_contextual_topk1_control,1,2,7,actual_causal_context
causal_contextual_topk1_control,1,2,8,actual_causal_context
causal_contextual_topk1_control,10,2,11,causal_current_past_position
causal_contextual_topk1_control,9,2,20,causal_current_past_position
causal_contextual_topk1_control,7,2,1,causal_current_past_position
causal_contextual_topk1_control,5,2,3,causal_current_past_position
causal_contextual_topk1_control,4,2,17,causal_current_past_position
causal_contextual_topk1_control,4,2,22,causal_current_past_position
causal_contextual_topk1_control,4,2,9,causal_current_past_position
causal_contextual_topk1_control,3,2,12,causal_current_past_position
causal_contextual_topk1_control,3,2,21,causal_current_past_position
causal_contextual_topk1_control,2,2,0,causal_current_past_position
causal_contextual_topk1_control,2,2,10,causal_current_past_position
causal_contextual_topk1_control,2,2,2,causal_current_past_position
causal_contextual_topk1_control,2,2,6,causal_current_past_position
causal_contextual_topk1_control,1,2,13,causal_current_past_position
causal_contextual_topk1_control,1,2,14,causal_current_past_position
causal_contextual_topk1_control,1,2,15,causal_current_past_position
causal_contextual_topk1_control,1,2,23,causal_current_past_position
causal_contextual_topk1_control,1,2,5,causal_current_past_position
causal_contextual_topk1_control,1,2,7,causal_current_past_position
causal_contextual_topk1_control,1,2,8,causal_current_past_position
causal_contextual_topk1_control,11,2,20,current_past_no_position
causal_contextual_topk1_control,10,2,11,current_past_no_position
causal_contextual_topk1_control,6,2,1,current_past_no_position
